Age,LOS_freq_1,LOS_freq_2,LOS_freq_3,LOS_freq_4,LOS_freq_5,LOS_freq_6,LOS_freq_7,LOS_freq_8,LOS_freq_9,LOS_freq_10,LOS_freq_11,LOS_freq_12,LOS_freq_13,LOS_freq_14,LOS_freq_15,LOS_freq_16,LOS_freq_17,LOS_freq_18,LOS_freq_19,LOS_freq_20,LOS_freq_21,LOS_freq_22,LOS_freq_23,LOS_freq_24,LOS_freq_25,LOS_freq_26,LOS_freq_27,LOS_freq_28,LOS_freq_29,LOS_freq_30,LOS_freq_31,LOS_freq_32,LOS_freq_33,LOS_freq_34,LOS_freq_35,LOS_freq_36,LOS_freq_37,LOS_freq_38,LOS_freq_39,LOS_freq_40,LOS_freq_41,LOS_freq_42,LOS_freq_43,LOS_freq_44,LOS_freq_45,LOS_freq_46,LOS_freq_47,LOS_freq_48,LOS_freq_49,LOS_freq_50,LOS_freq_51,LOS_freq_52,LOS_freq_53,LOS_freq_54,LOS_freq_55,LOS_freq_56,LOS_freq_57
0,108,106,35,17,5,4,0,2,1,3,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,29,26,8,6,0,2,2,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,77,46,16,11,4,1,3,1,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,100,51,14,3,5,4,3,4,2,1,2,1,0,2,2,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,69,56,18,11,11,5,1,2,5,2,1,0,3,3,2,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
50,93,71,43,22,18,8,5,7,7,4,4,2,3,2,1,0,0,1,3,2,0,0,2,1,1,0,1,2,0,1,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,92,74,53,37,20,26,16,6,8,7,6,8,7,6,5,2,3,3,0,1,3,4,1,2,0,1,1,3,1,1,1,0,0,1,1,0,2,1,0,1,1,0,2,0,0,0,1,0,0,2,0,1,1,0,0,0,0
70,92,110,90,48,35,32,24,26,18,8,11,10,9,17,5,7,4,4,4,7,5,2,4,3,8,1,0,2,4,2,0,3,1,0,2,0,0,1,1,2,0,0,0,0,2,0,1,0,1,0,0,0,0,0,1,0,0
80,44,79,68,40,33,37,33,33,22,12,14,14,12,13,4,9,10,4,7,8,9,7,6,5,5,8,4,6,4,2,2,1,1,3,3,1,1,0,1,1,1,2,0,2,0,1,0,0,2,0,1,0,0,0,0,0,0
90,5,20,21,13,14,16,13,15,11,7,5,8,5,8,4,2,4,3,2,4,1,2,4,3,2,1,2,0,3,2,0,2,1,0,1,2,0,1,0,0,3,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
