t,area,nCasesByAge_1,nCasesByAge_2,nCasesByAge_3,nCasesByAge_4,nCasesByAge_5,nCasesByAge_6,nCasesByAge_7,nCasesByAge_8,nCasesByAge_9,nCasesByAge_10,nHospByAge_DOR_1,nHospByAge_DOR_2,nHospByAge_DOR_3,nHospByAge_DOR_4,nHospByAge_DOR_5,nHospByAge_DOR_6,nHospByAge_DOR_7,nHospByAge_DOR_8,nHospByAge_DOR_9,nHospByAge_DOR_10,nHospByAge_DOA_1,nHospByAge_DOA_2,nHospByAge_DOA_3,nHospByAge_DOA_4,nHospByAge_DOA_5,nHospByAge_DOA_6,nHospByAge_DOA_7,nHospByAge_DOA_8,nHospByAge_DOA_9,nHospByAge_DOA_10,nDiscByAge_1,nDiscByAge_2,nDiscByAge_3,nDiscByAge_4,nDiscByAge_5,nDiscByAge_6,nDiscByAge_7,nDiscByAge_8,nDiscByAge_9,nDiscByAge_10
24-Jul-2022,National,450,610,956,1067,988,1088,813,421,215,47,8,0,8,7,2,5,17,16,27,4,9,0,7,7,6,10,22,21,22,10,9,2,8,5,3,10,11,12,14,9
25-Jul-2022,National,599,745,1408,1495,1342,1439,1126,630,371,95,5,3,5,9,10,6,25,24,27,14,11,2,5,7,9,5,18,13,29,14,3,1,4,8,3,6,20,29,33,18
26-Jul-2022,National,490,797,1447,1396,1182,1304,1084,643,310,78,14,0,6,5,6,13,14,29,31,6,11,1,7,5,12,15,20,24,35,6,16,2,6,13,6,12,21,19,36,7
27-Jul-2022,National,487,653,1157,1220,1064,1163,945,574,271,89,8,0,2,8,12,9,17,15,24,7,6,1,6,6,5,9,19,17,23,9,10,2,7,7,8,11,15,22,29,8
28-Jul-2022,National,512,700,1114,1211,1036,1183,929,569,262,78,11,4,5,9,9,6,37,28,18,13,15,1,6,6,11,8,28,25,22,8,8,1,3,3,8,9,22,24,27,13
29-Jul-2022,National,499,536,894,959,832,948,755,496,236,68,11,2,5,6,4,5,15,15,25,7,9,4,3,7,11,4,22,21,21,11,11,1,8,5,8,8,33,24,32,11
30-Jul-2022,National,343,432,597,731,627,693,547,296,153,41,10,3,2,4,12,4,13,14,20,4,8,2,1,7,7,2,12,18,18,4,10,4,5,4,6,8,16,7,18,5
31-Jul-2022,National,390,488,729,824,777,829,588,282,128,46,6,3,4,4,7,8,11,13,21,9,7,1,4,2,5,12,8,19,22,4,9,2,2,5,9,7,11,13,7,3
01-Aug-2022,National,603,725,1028,1118,991,1056,786,451,247,86,8,0,3,2,6,9,12,15,29,8,7,2,4,4,5,6,17,20,25,10,7,1,5,6,12,8,18,16,32,16
02-Aug-2022,National,465,649,897,1119,945,952,712,406,228,68,3,1,5,4,14,12,15,19,24,9,5,0,0,5,4,10,18,19,19,10,6,0,1,3,5,10,18,35,28,10
03-Aug-2022,National,481,596,919,1025,878,896,681,345,249,65,7,1,6,3,5,10,13,15,17,4,6,2,6,5,8,8,15,21,23,7,6,2,2,5,7,10,21,15,30,13
04-Aug-2022,National,435,562,736,852,793,759,586,357,162,52,9,1,7,6,1,10,13,15,16,6,9,3,10,4,5,10,12,22,21,7,11,1,9,5,8,8,16,26,16,6
05-Aug-2022,National,384,491,635,753,657,711,570,315,194,79,8,3,4,4,5,6,13,18,17,9,5,1,5,6,3,11,12,16,24,6,6,1,6,8,7,9,21,17,25,12
06-Aug-2022,National,279,332,479,546,482,526,397,224,132,25,3,0,2,3,2,4,8,12,18,3,6,2,3,2,5,5,7,18,15,5,6,2,3,3,3,5,9,7,12,5
07-Aug-2022,National,292,422,526,688,614,619,383,218,110,16,5,1,2,0,3,5,6,14,19,5,7,1,2,1,3,8,5,10,15,3,3,2,2,1,4,6,2,9,8,2
08-Aug-2022,National,459,642,813,940,861,894,631,399,212,58,8,0,8,6,4,12,16,28,26,7,6,1,5,3,6,12,13,14,18,3,10,1,2,2,7,11,8,20,33,12
09-Aug-2022,National,365,518,804,880,729,800,543,305,174,54,10,1,1,3,6,14,14,14,25,4,11,0,1,3,4,9,9,9,11,1,4,0,5,3,4,8,12,28,28,4
10-Aug-2022,National,351,463,685,768,760,714,554,313,165,30,9,0,6,1,6,6,10,19,14,5,9,1,6,1,2,5,15,15,18,6,14,1,7,2,2,10,12,23,28,7
11-Aug-2022,National,324,440,583,677,620,611,427,254,141,42,4,2,1,1,2,4,17,18,16,6,3,1,3,4,2,7,10,23,13,2,4,1,3,4,3,6,14,22,25,5
12-Aug-2022,National,261,374,478,573,532,545,406,293,124,43,2,2,6,9,7,8,8,22,12,6,6,0,5,3,5,4,8,12,18,10,7,1,5,3,6,10,12,13,15,5
13-Aug-2022,National,242,282,380,459,438,367,318,163,85,22,7,1,9,0,3,3,8,14,9,6,4,1,4,5,6,4,5,10,6,4,5,1,2,3,5,2,4,10,6,2
14-Aug-2022,National,261,343,470,570,474,473,383,175,76,26,8,0,2,1,1,1,9,14,8,6,11,0,4,2,1,4,8,18,7,8,8,0,3,4,3,10,6,6,4,3
15-Aug-2022,National,363,544,662,792,712,757,491,294,148,42,6,0,3,1,3,5,13,14,19,7,7,0,6,2,4,4,12,12,12,4,8,2,6,5,0,3,12,23,26,3
16-Aug-2022,National,302,433,672,801,674,663,500,252,150,38,3,5,6,9,4,4,9,12,15,4,2,5,5,6,5,6,9,7,14,3,3,5,2,3,8,7,14,28,19,13
17-Aug-2022,National,294,448,671,734,643,723,508,274,124,45,3,2,3,3,1,10,8,12,10,9,5,3,3,3,1,6,13,11,10,7,4,3,3,5,5,6,20,13,23,5
18-Aug-2022,National,238,402,573,556,554,561,446,249,128,47,5,1,3,3,2,4,12,12,20,5,3,1,5,2,3,6,5,13,14,7,6,0,6,1,3,9,13,12,12,3
19-Aug-2022,National,211,302,429,543,494,529,402,235,114,32,5,0,2,1,2,6,8,11,11,8,6,2,2,3,2,7,6,15,14,6,3,0,5,4,3,6,11,20,19,10
20-Aug-2022,National,172,188,306,365,321,359,262,169,57,15,7,2,1,0,5,8,4,10,15,3,6,1,1,1,3,1,5,7,14,5,4,1,1,1,0,3,9,2,11,3
21-Aug-2022,National,153,253,363,455,389,438,316,146,71,12,5,2,2,3,3,5,6,4,8,4,5,1,1,3,3,5,4,7,7,3,5,4,3,4,4,4,12,6,5,0
22-Aug-2022,National,257,359,499,637,550,545,427,245,125,41,3,3,3,5,3,4,8,14,7,2,1,5,6,4,2,3,10,12,11,1,3,1,4,4,1,4,9,21,19,11
23-Aug-2022,National,208,266,485,546,449,473,334,209,125,44,5,3,4,0,1,4,11,11,11,3,4,0,1,2,1,4,11,4,10,3,2,2,2,3,2,4,7,16,20,9
24-Aug-2022,National,215,227,460,487,437,368,293,164,78,28,8,1,4,2,3,3,5,10,7,1,8,0,2,1,2,5,3,11,7,2,7,1,3,2,4,5,7,8,18,8
25-Aug-2022,National,166,210,342,384,345,331,269,163,78,26,6,0,2,2,1,1,5,5,12,4,6,1,2,4,4,3,9,10,12,1,5,1,2,3,6,7,13,15,12,6
26-Aug-2022,National,191,192,294,376,289,286,253,157,71,27,7,1,0,4,3,2,6,6,10,4,9,1,1,2,3,3,8,6,8,5,7,2,3,4,1,7,10,17,14,0
27-Aug-2022,National,97,114,177,255,222,216,169,78,36,10,4,0,2,1,3,0,5,5,4,2,3,0,2,2,3,1,6,2,4,2,6,0,1,1,2,4,4,5,6,3
28-Aug-2022,National,104,139,229,284,262,244,181,93,46,14,1,0,1,4,3,1,3,8,6,3,2,0,1,2,3,2,4,6,6,6,3,0,1,2,0,1,3,4,6,2
29-Aug-2022,National,171,208,443,407,311,375,269,165,85,14,3,0,2,1,3,2,6,6,7,2,3,1,4,0,3,3,3,5,7,2,8,0,0,3,6,2,3,15,19,7
30-Aug-2022,National,187,174,356,408,302,327,231,148,87,21,2,0,4,4,0,3,7,6,13,2,2,0,4,7,1,2,4,7,11,2,3,2,2,3,4,3,7,14,11,1
31-Aug-2022,National,176,171,299,366,304,278,227,142,62,36,5,0,0,1,1,4,3,9,4,1,5,0,1,1,0,4,6,9,6,0,4,0,6,0,4,1,9,4,9,6
01-Sep-2022,National,123,163,262,302,272,252,197,139,70,14,3,0,2,3,7,5,6,6,8,6,1,0,1,3,5,3,9,3,10,3,5,0,4,3,3,2,4,8,14,4
02-Sep-2022,National,131,153,236,261,265,206,175,117,50,14,2,2,0,3,1,7,6,9,8,1,3,2,1,3,2,6,6,10,5,2,0,2,2,3,3,6,8,11,12,3
03-Sep-2022,National,69,97,150,201,155,155,128,85,25,8,5,1,2,0,1,3,1,5,2,1,5,1,1,0,5,6,3,8,2,0,4,1,0,1,6,5,7,6,4,3
04-Sep-2022,National,82,107,175,245,212,178,144,67,22,5,3,2,0,1,3,4,2,8,7,0,4,1,0,1,1,5,3,10,5,0,2,0,1,2,2,5,1,6,2,1
05-Sep-2022,National,168,182,318,355,286,267,216,120,86,27,3,0,0,0,1,7,10,9,9,3,1,0,0,1,1,5,4,6,7,3,4,0,0,2,3,4,5,13,8,2
06-Sep-2022,National,139,162,296,288,262,265,174,118,60,21,7,0,1,3,2,6,6,7,11,3,6,0,2,3,2,6,3,3,4,4,7,1,1,0,2,3,5,13,12,3
07-Sep-2022,National,121,160,267,291,230,223,193,98,54,12,4,0,0,1,0,2,3,8,10,0,2,0,0,1,0,3,4,10,8,1,4,0,0,2,1,6,7,7,14,3
08-Sep-2022,National,132,123,224,237,234,183,171,107,56,16,0,1,0,1,0,2,2,7,8,4,3,0,0,1,0,2,7,7,9,4,3,0,0,1,0,3,2,11,11,0
09-Sep-2022,National,112,128,207,211,213,189,168,90,47,14,2,0,0,4,2,2,8,10,6,0,5,1,0,3,1,1,7,8,7,1,2,0,0,4,2,5,8,9,13,5
10-Sep-2022,National,82,68,148,158,143,116,105,77,34,9,3,0,1,0,1,1,8,7,4,2,0,1,0,1,0,0,4,4,5,2,3,2,1,2,0,2,5,3,4,1
11-Sep-2022,National,66,140,175,195,170,145,126,62,30,4,1,0,1,2,4,2,2,9,6,0,2,0,2,1,3,2,1,10,7,0,2,0,1,1,1,0,3,3,4,1
12-Sep-2022,National,119,224,302,328,284,299,200,115,62,11,1,1,1,3,0,5,2,12,12,3,1,0,1,3,1,4,4,8,12,1,0,0,2,3,2,3,2,9,6,2
13-Sep-2022,National,94,167,248,262,219,204,156,122,55,12,3,0,0,2,2,2,5,5,4,2,4,2,0,2,1,2,6,7,2,1,3,0,0,1,0,5,3,9,12,1
14-Sep-2022,National,97,105,254,274,226,226,180,116,59,17,3,1,3,3,2,5,5,7,2,1,2,0,0,4,2,7,4,8,1,0,4,1,0,2,1,4,7,12,14,5
15-Sep-2022,National,101,110,223,230,182,201,125,87,38,9,0,1,1,2,1,1,1,5,4,1,1,1,2,1,2,2,1,4,2,0,0,0,1,3,5,4,3,6,5,5
16-Sep-2022,National,58,94,181,176,166,168,141,103,36,8,2,1,2,2,0,2,7,1,5,0,0,1,3,2,0,1,5,1,2,0,1,1,2,2,0,3,5,13,6,4
17-Sep-2022,National,60,71,114,149,143,135,113,63,22,5,2,0,1,0,1,1,3,6,7,1,3,1,2,0,2,1,4,7,6,1,3,1,3,0,1,1,1,2,5,0
18-Sep-2022,National,76,104,137,190,154,160,96,68,29,3,3,1,1,0,2,3,2,4,3,0,1,0,1,0,1,1,0,6,4,1,1,1,0,0,0,2,3,3,3,2
19-Sep-2022,National,117,145,262,347,269,260,219,131,53,11,1,0,1,1,1,2,3,5,7,1,1,1,2,2,1,3,3,3,5,1,2,1,2,4,3,1,3,6,8,4
20-Sep-2022,National,84,138,259,267,234,249,195,110,67,20,2,1,1,1,1,7,4,6,6,3,3,1,1,0,0,6,4,4,5,2,1,0,2,0,1,4,5,7,4,0
21-Sep-2022,National,115,139,243,309,233,232,189,112,60,17,3,2,1,0,1,5,3,1,4,3,4,3,1,1,3,3,3,3,7,0,1,1,0,1,1,3,4,6,5,4
22-Sep-2022,National,119,133,221,267,217,221,175,125,56,8,4,2,0,1,4,1,3,8,2,1,5,1,0,2,4,3,5,6,6,4,2,3,0,0,2,3,9,6,7,1
23-Sep-2022,National,82,99,162,209,213,202,153,109,53,9,3,0,1,4,4,2,3,7,5,1,4,0,1,2,1,4,4,3,2,0,7,0,1,5,3,7,2,4,6,2
24-Sep-2022,National,65,70,98,182,144,131,126,67,29,1,3,0,1,2,1,1,4,4,2,0,2,0,1,2,3,2,4,7,1,0,2,1,0,1,1,3,2,2,3,1
25-Sep-2022,National,57,81,132,161,150,169,101,65,35,3,4,0,1,1,1,1,2,6,4,0,4,0,0,0,2,2,1,7,4,1,4,0,1,1,3,2,2,2,0,1
26-Sep-2022,National,74,106,182,252,216,196,134,64,26,7,3,0,2,0,1,4,3,6,3,1,4,0,4,1,2,0,3,3,5,4,2,0,1,0,0,3,3,3,3,0
27-Sep-2022,National,116,145,281,369,287,285,237,148,63,9,0,1,2,2,1,0,4,1,3,2,1,0,0,2,0,2,3,4,4,1,3,0,2,1,3,1,5,8,7,2
28-Sep-2022,National,90,134,246,286,297,239,197,111,51,11,4,0,1,3,1,4,2,3,6,0,2,0,0,2,0,2,3,3,4,0,3,0,0,1,1,4,9,8,6,2
29-Sep-2022,National,98,122,230,285,223,240,204,126,41,8,0,0,2,2,2,2,3,7,3,1,3,1,3,5,0,3,3,1,4,1,2,1,3,2,1,2,3,6,8,1
30-Sep-2022,National,114,131,199,266,186,224,152,114,52,9,2,0,1,5,1,1,1,4,3,1,0,0,2,3,2,1,1,6,3,1,1,0,3,3,2,3,3,7,6,2
01-Oct-2022,National,50,74,115,169,145,152,120,71,27,5,2,2,0,0,2,1,2,3,3,1,2,2,0,0,2,0,2,3,6,0,2,1,0,4,1,1,2,4,5,0
02-Oct-2022,National,73,81,178,208,166,202,140,62,31,5,2,0,1,1,2,1,4,1,3,1,3,0,1,0,3,1,1,4,4,1,1,1,2,0,1,1,2,4,4,0
03-Oct-2022,National,111,119,288,285,272,264,231,136,80,15,5,0,0,0,1,3,0,5,3,1,3,0,0,1,0,5,2,5,5,1,3,0,0,3,2,1,2,7,5,0
04-Oct-2022,National,95,143,313,307,255,301,213,134,58,12,4,0,2,4,1,5,1,3,4,0,4,0,1,2,1,2,2,3,5,3,6,0,0,1,2,4,4,6,5,1
05-Oct-2022,National,95,109,279,325,254,255,216,169,52,15,4,1,0,1,3,2,2,7,2,3,6,0,1,1,2,3,2,8,4,1,5,0,0,0,2,3,4,7,3,0
06-Oct-2022,National,115,127,302,301,249,258,207,121,49,9,1,0,3,0,4,1,2,5,4,1,1,0,2,0,5,3,3,5,7,4,1,0,1,1,3,0,2,7,6,2
07-Oct-2022,National,89,92,226,272,196,242,197,155,62,11,1,0,1,1,3,1,3,3,4,0,2,0,1,2,1,1,3,8,3,0,1,0,3,2,2,3,1,4,3,0
08-Oct-2022,National,59,72,163,203,160,187,146,104,34,7,3,0,4,2,0,0,1,5,2,2,3,0,2,1,2,1,4,5,3,1,4,0,0,1,0,3,1,3,2,0
09-Oct-2022,National,57,87,213,242,206,253,170,103,42,7,2,0,0,0,1,5,2,4,3,1,2,0,2,2,2,3,5,3,5,4,1,0,2,2,2,1,1,1,2,0
10-Oct-2022,National,141,144,372,413,355,380,318,217,87,17,4,1,1,1,2,3,8,9,7,3,3,1,2,2,2,3,2,7,7,1,3,1,4,1,3,1,3,7,5,2
11-Oct-2022,National,111,127,324,416,314,325,325,179,84,13,6,0,0,5,4,1,6,6,7,0,6,2,0,2,3,5,10,6,12,3,3,0,1,2,2,2,4,9,3,2
12-Oct-2022,National,111,122,333,417,318,342,337,232,97,24,4,1,1,2,2,5,6,10,11,4,2,2,0,3,2,3,8,6,11,2,4,0,0,3,2,7,5,6,3,2
13-Oct-2022,National,129,155,304,380,299,334,275,202,82,15,1,2,2,7,2,0,4,3,9,1,2,3,3,8,4,2,2,8,9,2,4,3,2,5,1,1,7,5,7,2
14-Oct-2022,National,107,111,265,297,263,262,302,195,91,14,2,3,0,0,4,2,4,5,7,5,3,1,0,1,1,1,4,7,3,2,3,1,1,2,2,2,5,7,7,3
15-Oct-2022,National,79,97,175,258,211,250,204,130,46,19,2,0,2,1,1,5,8,5,4,7,2,0,4,2,3,3,4,8,6,9,2,1,2,1,1,2,2,3,5,0
16-Oct-2022,National,89,114,242,328,277,289,223,139,46,6,2,0,5,4,5,3,4,4,3,2,2,0,4,1,3,4,10,4,5,4,2,1,3,2,2,3,2,4,3,0
17-Oct-2022,National,136,182,403,510,442,461,403,243,117,28,4,0,3,0,1,4,8,9,7,5,2,0,1,1,5,2,7,12,7,3,2,1,3,2,6,3,5,7,6,4
18-Oct-2022,National,152,186,439,462,419,473,366,269,121,38,0,1,1,2,5,2,8,9,12,2,2,2,1,1,6,4,6,11,17,6,2,0,1,1,0,0,8,11,8,0
19-Oct-2022,National,140,191,389,438,371,394,393,241,111,24,4,3,3,0,4,2,5,9,11,6,4,1,3,2,5,5,8,13,14,6,4,2,4,1,8,3,7,10,9,2
20-Oct-2022,National,151,186,309,407,328,356,325,221,121,30,1,1,1,0,0,6,7,11,9,3,3,1,2,3,0,6,8,13,3,5,4,0,0,4,1,6,12,8,13,4
21-Oct-2022,National,126,164,277,339,292,343,332,225,90,11,5,1,4,3,2,3,7,8,9,3,3,1,3,2,1,2,6,8,9,3,2,1,2,2,1,6,4,7,6,3
22-Oct-2022,National,101,127,186,265,222,255,208,143,65,16,5,0,2,0,0,2,3,7,7,5,4,1,2,0,0,1,5,9,11,6,5,0,3,0,3,1,6,5,8,3
23-Oct-2022,National,93,119,217,260,248,267,222,129,69,14,2,1,2,3,2,2,2,6,8,6,5,1,2,4,3,8,2,7,11,5,3,1,1,2,2,4,6,3,5,0
24-Oct-2022,National,133,205,334,408,357,427,286,192,56,13,6,2,4,1,3,4,6,6,7,4,3,1,1,1,2,5,7,7,7,6,6,2,0,1,3,4,3,7,3,2
25-Oct-2022,National,223,313,554,639,590,592,509,310,155,41,2,1,2,0,4,5,9,10,10,5,3,0,4,1,1,4,9,10,9,4,0,0,2,1,2,3,6,11,7,6
26-Oct-2022,National,223,300,512,555,512,523,437,331,149,37,2,2,4,2,6,14,5,13,15,6,2,2,4,0,7,7,3,9,10,4,3,2,4,0,2,4,3,6,12,8
27-Oct-2022,National,173,235,428,529,454,479,440,292,121,21,3,2,2,4,8,7,6,14,12,5,5,2,2,2,5,9,7,10,10,4,3,2,3,0,5,4,5,8,8,8
28-Oct-2022,National,155,249,366,458,431,433,373,289,95,18,6,1,1,3,4,6,8,15,8,2,6,1,1,5,4,4,8,10,16,6,4,1,4,1,2,8,4,8,10,3
29-Oct-2022,National,141,156,306,323,277,343,318,203,63,13,4,0,1,2,0,4,9,14,6,3,1,0,2,1,4,4,6,17,3,3,4,1,1,3,6,6,5,3,3,4
30-Oct-2022,National,133,194,333,419,377,385,307,185,53,11,4,1,3,1,1,8,5,5,7,2,6,1,3,5,3,5,3,10,6,1,4,1,1,2,2,2,5,8,2,1
31-Oct-2022,National,243,329,544,632,543,536,529,345,131,27,4,1,5,3,3,5,5,13,8,4,3,1,5,1,4,8,4,13,10,4,2,0,6,3,3,12,9,15,10,3
01-Nov-2022,National,210,272,495,619,500,515,444,298,119,24,2,2,2,5,4,5,4,17,9,4,2,1,4,3,1,7,6,12,8,5,5,0,5,5,4,8,10,13,14,7
02-Nov-2022,National,220,319,477,538,474,470,400,283,121,29,8,1,2,5,5,7,4,15,11,5,6,2,1,3,5,7,5,12,9,4,7,4,1,5,5,6,7,14,9,7
03-Nov-2022,National,225,289,450,484,418,437,402,301,115,28,2,3,3,6,3,5,9,12,12,4,4,1,2,6,2,9,8,10,15,3,3,2,2,5,2,8,3,11,7,4
04-Nov-2022,National,154,270,380,415,354,374,378,261,114,21,2,1,2,2,3,10,4,6,15,3,3,2,1,1,4,9,6,12,14,5,4,1,0,3,4,4,3,11,9,4
05-Nov-2022,National,137,181,252,303,296,276,220,166,78,15,8,1,4,1,0,9,3,6,16,5,5,2,3,1,0,8,7,9,16,4,4,0,2,2,1,6,4,6,10,3
06-Nov-2022,National,166,267,325,367,360,336,257,157,67,13,5,0,1,0,3,2,5,7,18,3,5,0,2,1,2,2,5,6,5,2,5,3,2,2,1,5,9,14,5,0
07-Nov-2022,National,241,440,513,616,559,575,468,331,147,23,4,2,2,2,2,6,13,15,19,3,2,1,2,4,2,4,7,8,13,4,4,0,3,2,5,6,7,10,15,6
08-Nov-2022,National,217,359,554,570,502,467,432,300,139,31,2,0,2,4,6,4,9,8,13,4,6,2,3,5,4,4,8,9,14,2,3,2,4,4,4,4,4,16,9,2
09-Nov-2022,National,220,329,518,605,520,467,431,292,96,27,6,2,4,7,6,6,7,14,3,4,7,0,2,5,4,2,7,14,14,3,4,1,3,3,5,7,12,10,14,5
10-Nov-2022,National,211,302,458,459,465,492,401,274,91,27,4,0,3,0,3,2,5,17,12,7,4,1,2,1,6,6,7,16,13,4,8,0,1,3,5,3,8,10,16,4
11-Nov-2022,National,177,264,347,456,364,418,376,240,115,20,3,4,4,4,3,1,12,11,14,2,4,1,2,1,2,2,8,9,8,2,3,1,2,0,2,7,8,16,18,5
12-Nov-2022,National,157,194,288,358,313,283,258,189,60,7,5,2,3,6,1,6,3,9,12,1,5,2,6,4,2,3,1,9,6,1,3,0,6,3,2,3,4,7,5,4
13-Nov-2022,National,160,253,338,429,406,372,304,191,53,11,5,0,1,3,1,3,7,9,6,2,5,2,1,5,2,2,9,7,9,4,3,3,1,4,1,1,4,5,3,1
14-Nov-2022,National,275,398,540,715,627,633,521,370,180,27,9,0,3,3,4,4,10,13,13,5,8,0,2,5,5,5,7,16,13,4,6,2,3,2,5,6,6,23,16,4
15-Nov-2022,National,199,361,602,682,534,563,473,297,112,23,8,1,2,4,3,6,8,8,8,2,5,2,2,4,4,6,7,7,6,3,7,1,3,5,2,2,12,9,20,9
16-Nov-2022,National,210,302,610,681,532,513,465,275,79,15,3,0,2,3,6,6,6,13,8,3,8,1,3,3,3,3,11,10,14,7,7,2,2,2,4,3,6,9,13,2
17-Nov-2022,National,151,246,498,543,422,402,332,198,63,17,2,0,0,0,1,1,5,3,2,0,5,2,3,3,0,4,12,8,8,4,1,0,2,3,2,3,9,11,11,3
18-Nov-2022,National,309,353,518,650,535,602,619,481,223,40,11,3,5,2,2,9,15,20,17,9,5,0,2,2,2,13,6,14,11,5,12,1,2,2,3,7,9,18,10,3
19-Nov-2022,National,143,206,330,396,345,334,338,206,66,13,3,2,3,3,4,4,5,12,8,4,5,2,4,4,7,5,9,13,8,4,2,2,4,4,4,4,9,8,5,1
20-Nov-2022,National,160,241,422,479,391,346,325,216,62,14,9,0,0,3,4,3,8,15,3,3,7,1,1,4,4,5,6,12,7,2,5,2,4,5,2,6,8,8,2,0
21-Nov-2022,National,288,435,795,797,653,649,580,366,162,39,5,2,4,5,2,4,13,8,16,2,5,1,3,1,1,5,9,11,9,0,6,1,2,4,6,5,8,11,17,7
22-Nov-2022,National,282,408,791,833,622,613,495,374,147,25,5,0,2,8,2,8,9,11,11,4,2,0,0,5,2,8,12,16,9,5,3,0,1,7,3,10,13,11,18,6
23-Nov-2022,National,249,381,784,715,595,582,507,351,112,22,3,0,1,6,0,9,12,12,12,6,6,1,1,7,2,3,12,10,12,5,5,1,2,5,1,6,10,13,13,3
24-Nov-2022,National,239,389,644,699,523,585,439,263,120,15,7,1,3,4,2,5,9,12,10,3,7,0,3,3,1,8,11,14,11,4,9,0,2,6,3,8,11,12,14,4
25-Nov-2022,National,215,307,576,544,460,529,434,332,127,25,8,1,2,4,2,6,3,10,12,4,9,0,4,5,4,3,7,12,14,3,3,0,2,5,0,3,8,14,6,4
26-Nov-2022,National,178,221,391,472,417,360,334,257,75,10,4,1,3,2,2,2,6,12,7,2,3,1,2,4,2,7,7,11,6,4,7,1,3,2,4,3,4,7,4,0
27-Nov-2022,National,176,307,543,573,464,483,372,204,98,11,4,1,1,3,4,11,5,10,10,3,7,2,2,4,5,2,6,11,18,4,7,1,1,4,1,3,8,7,2,2
28-Nov-2022,National,341,524,983,985,911,903,681,439,189,43,5,2,2,6,11,8,7,19,16,6,2,1,2,6,5,8,6,19,19,4,6,1,2,3,5,4,10,14,11,4
29-Nov-2022,National,325,533,1035,1033,883,856,616,432,157,42,8,1,5,4,5,7,13,7,16,3,10,3,3,7,4,6,10,13,13,2,6,0,4,2,6,13,5,16,20,7
30-Nov-2022,National,276,496,1043,998,877,765,672,488,179,34,9,0,3,4,1,6,13,13,18,3,7,0,5,5,2,8,13,11,22,4,9,1,3,2,2,6,8,10,16,5
01-Dec-2022,National,303,451,824,881,706,687,615,371,153,23,10,1,4,8,3,7,8,14,19,6,10,0,3,4,5,7,12,14,19,7,9,1,5,8,3,5,7,7,21,5
02-Dec-2022,National,287,398,726,745,596,610,559,414,175,33,7,3,3,6,3,6,13,17,12,3,6,4,1,5,3,7,11,21,22,3,6,5,1,6,4,7,13,15,7,5
03-Dec-2022,National,161,303,460,572,454,485,427,298,122,30,8,2,3,4,2,4,9,9,11,3,5,3,5,3,3,6,5,12,8,1,8,1,5,2,4,4,6,8,6,1
04-Dec-2022,National,210,385,598,686,599,593,452,273,96,14,7,2,4,3,1,4,13,14,12,5,8,2,2,8,1,4,11,15,13,6,6,5,3,7,1,4,3,4,4,3
05-Dec-2022,National,389,667,1198,1273,1149,1012,886,597,256,66,5,1,1,7,4,8,12,26,15,10,7,0,5,1,3,5,12,11,23,9,5,1,3,4,5,8,11,15,19,9
06-Dec-2022,National,333,592,1125,1165,1000,891,802,523,231,50,7,1,6,8,1,8,16,19,24,10,7,1,6,6,3,11,21,14,14,7,6,1,6,5,1,9,19,15,16,7
07-Dec-2022,National,309,554,1063,1077,912,921,735,495,204,46,8,2,4,5,2,8,14,14,16,7,7,2,3,7,3,9,10,22,17,8,8,2,3,10,1,8,15,16,20,3
08-Dec-2022,National,318,493,935,942,737,782,641,524,200,33,10,4,2,3,4,9,10,9,15,4,10,5,2,2,1,8,6,12,17,2,11,3,2,4,3,10,8,18,21,6
09-Dec-2022,National,303,503,822,851,752,777,622,469,223,34,11,5,0,2,5,9,8,22,26,3,9,0,1,3,3,11,18,18,22,8,6,2,1,4,4,8,17,20,17,3
10-Dec-2022,National,199,366,514,629,536,553,477,386,157,30,5,2,4,1,5,6,8,15,23,8,7,5,2,4,3,6,15,15,22,10,6,2,2,3,2,3,7,11,9,2
11-Dec-2022,National,239,433,685,812,773,717,530,360,146,38,8,0,3,5,3,5,6,7,21,9,9,0,6,2,4,10,5,9,22,4,9,1,5,2,3,6,8,6,13,5
12-Dec-2022,National,412,726,1389,1390,1166,1218,948,760,361,75,9,3,5,8,6,7,22,17,24,4,7,1,2,8,5,7,15,14,26,4,6,0,2,6,6,5,16,18,24,5
13-Dec-2022,National,369,628,1282,1281,1092,1030,851,647,277,56,7,1,6,7,6,11,14,20,22,6,5,0,6,7,6,10,9,25,20,6,6,2,6,3,5,12,14,12,24,8
14-Dec-2022,National,333,614,1227,1187,1055,981,813,583,238,57,10,1,4,5,7,9,17,22,20,6,8,1,2,7,7,9,19,18,33,3,8,1,1,5,5,10,8,19,21,3
15-Dec-2022,National,328,547,1057,1094,962,890,761,555,280,43,12,0,2,5,2,9,16,15,28,8,11,1,4,3,5,9,18,13,14,5,11,2,6,3,7,6,20,20,18,4
16-Dec-2022,National,289,438,819,853,716,773,634,501,238,56,13,1,3,6,5,13,10,25,21,3,14,2,7,4,5,8,10,20,15,3,19,1,4,7,8,13,17,33,23,7
17-Dec-2022,National,225,320,569,578,564,575,485,338,149,25,6,2,5,5,3,7,9,10,9,3,7,3,3,5,4,6,7,14,9,4,4,3,3,4,5,4,11,11,17,5
18-Dec-2022,National,221,392,606,705,600,593,455,306,116,17,6,0,2,8,2,8,9,16,16,2,6,1,1,7,2,10,4,14,16,3,11,0,2,8,2,5,3,6,7,1
