t,area,nCasesByAge_1,nCasesByAge_2,nCasesByAge_3,nCasesByAge_4,nCasesByAge_5,nCasesByAge_6,nCasesByAge_7,nCasesByAge_8,nCasesByAge_9,nCasesByAge_10,nHospByAge_DOR_1,nHospByAge_DOR_2,nHospByAge_DOR_3,nHospByAge_DOR_4,nHospByAge_DOR_5,nHospByAge_DOR_6,nHospByAge_DOR_7,nHospByAge_DOR_8,nHospByAge_DOR_9,nHospByAge_DOR_10,nHospByAge_DOA_1,nHospByAge_DOA_2,nHospByAge_DOA_3,nHospByAge_DOA_4,nHospByAge_DOA_5,nHospByAge_DOA_6,nHospByAge_DOA_7,nHospByAge_DOA_8,nHospByAge_DOA_9,nHospByAge_DOA_10,nDiscByAge_1,nDiscByAge_2,nDiscByAge_3,nDiscByAge_4,nDiscByAge_5,nDiscByAge_6,nDiscByAge_7,nDiscByAge_8,nDiscByAge_9,nDiscByAge_10
19-Dec-2022,National,337,616,1123,1155,951,968,813,558,257,58,10,3,2,6,10,14,15,13,16,5,11,3,3,5,9,11,19,19,12,5,8,3,2,7,4,10,11,21,30,5
20-Dec-2022,National,295,534,1070,1083,840,800,718,505,233,53,5,3,5,1,7,6,15,20,16,7,4,2,5,5,6,3,12,13,14,10,10,3,5,5,8,11,15,19,25,9
21-Dec-2022,National,299,479,910,874,688,725,674,433,213,43,8,1,4,6,3,9,14,10,22,3,8,1,3,5,7,5,11,11,21,1,4,1,3,6,5,13,15,20,19,8
22-Dec-2022,National,252,402,730,729,624,616,594,466,208,33,8,2,1,5,6,8,9,16,20,1,10,2,3,6,4,9,10,13,23,4,7,2,3,8,6,11,10,13,26,9
23-Dec-2022,National,220,306,592,628,548,554,560,399,205,38,10,2,2,5,5,7,21,17,15,6,11,2,2,5,5,6,23,15,16,5,12,3,3,6,5,10,21,31,27,7
24-Dec-2022,National,128,247,369,380,403,421,378,334,134,21,8,1,2,2,6,4,14,19,22,4,9,1,1,0,6,8,12,14,20,3,9,0,3,1,3,6,8,5,12,2
25-Dec-2022,National,99,154,304,367,277,353,318,185,89,18,7,1,3,2,1,3,7,12,14,3,5,0,3,3,2,3,10,17,15,3,7,1,1,1,5,2,8,16,12,0
26-Dec-2022,National,162,235,470,543,439,517,433,294,143,19,13,1,3,8,3,10,10,13,17,2,12,0,2,5,2,12,14,11,20,1,8,0,5,4,3,10,12,8,7,3
27-Dec-2022,National,171,266,629,582,491,534,461,340,137,30,7,2,3,3,7,13,15,19,16,5,9,2,3,7,4,10,8,24,12,1,12,1,2,4,4,6,14,4,9,5
28-Dec-2022,National,235,402,732,703,568,646,595,457,197,44,11,1,4,3,8,6,14,16,15,4,12,4,3,3,8,9,13,16,15,3,8,1,3,4,4,7,12,20,22,5
29-Dec-2022,National,179,303,606,613,476,539,466,410,195,31,6,2,3,6,2,9,11,12,15,4,5,1,2,3,3,11,8,13,17,5,6,5,5,4,4,14,14,21,18,5
30-Dec-2022,National,191,264,460,537,425,444,409,390,163,33,4,4,3,4,3,10,6,20,13,6,8,4,4,8,9,4,11,22,12,8,6,1,1,5,5,12,13,24,18,2
31-Dec-2022,National,131,157,337,333,291,328,329,257,85,21,8,0,4,2,5,6,6,11,9,5,7,0,4,4,1,7,9,14,19,4,6,2,4,6,5,8,6,9,11,3
01-Jan-2023,National,119,172,294,285,247,241,271,157,72,13,4,0,2,1,5,0,10,9,7,2,3,0,3,1,6,1,9,7,12,3,6,0,3,2,3,3,6,7,6,1
02-Jan-2023,National,110,256,523,381,327,329,308,214,100,25,4,0,3,3,5,3,11,22,15,4,4,0,2,5,4,6,12,13,14,6,5,0,2,1,6,5,8,8,13,3
03-Jan-2023,National,121,340,782,473,395,373,317,199,75,14,8,2,3,6,5,4,9,10,15,3,7,2,2,2,5,4,7,11,12,5,7,1,1,3,3,1,7,9,7,4
04-Jan-2023,National,191,472,1075,693,484,529,446,290,173,35,8,2,2,6,5,8,7,13,24,5,7,3,4,4,3,8,8,12,15,4,6,4,4,4,6,10,11,15,27,9
05-Jan-2023,National,171,401,852,575,388,404,404,258,101,32,8,2,4,2,3,4,10,11,12,5,6,0,2,2,3,6,9,12,13,3,5,0,3,3,2,3,10,23,18,1
06-Jan-2023,National,147,354,716,509,363,391,375,227,134,28,3,3,0,3,1,3,10,10,20,3,4,3,2,2,0,2,5,14,14,3,8,1,3,6,1,7,15,17,21,7
07-Jan-2023,National,129,255,594,346,267,297,239,141,66,13,5,2,1,0,1,4,6,11,9,4,6,1,1,3,4,3,10,9,9,7,4,1,1,3,4,2,5,8,5,1
08-Jan-2023,National,110,252,612,434,296,300,221,119,72,14,3,1,2,4,4,2,4,10,14,2,3,2,2,4,3,3,5,14,17,1,5,1,3,5,2,3,4,10,5,2
09-Jan-2023,National,192,393,1008,692,496,439,396,255,139,28,5,0,6,2,0,4,7,11,16,2,4,1,6,4,2,3,9,18,6,2,4,0,3,0,5,4,6,12,18,6
10-Jan-2023,National,168,386,829,641,412,385,336,229,107,19,4,2,0,2,3,1,9,17,12,4,2,2,0,1,1,2,9,9,9,2,5,3,3,3,2,3,11,19,20,3
11-Jan-2023,National,134,309,718,542,368,402,306,224,72,21,6,1,0,2,2,5,11,9,4,6,6,0,0,1,3,6,11,10,4,4,2,1,0,3,3,4,8,17,22,8
12-Jan-2023,National,156,250,607,477,359,321,302,207,86,19,4,3,4,0,4,5,8,7,10,2,6,3,3,0,4,4,9,6,12,3,4,3,2,4,5,2,16,12,10,4
13-Jan-2023,National,139,229,501,409,302,287,254,212,84,16,3,1,2,2,1,6,7,12,4,1,5,1,3,2,2,5,8,6,7,0,8,2,2,2,3,2,9,11,11,3
14-Jan-2023,National,113,134,307,257,218,214,191,117,49,7,9,1,0,1,2,2,11,8,3,3,7,2,1,1,2,0,8,8,5,2,9,2,3,1,1,3,4,5,7,0
15-Jan-2023,National,87,156,358,329,224,236,159,101,51,10,3,0,0,3,2,2,8,5,7,2,5,0,1,2,0,3,10,6,4,1,4,2,0,1,1,1,8,5,3,0
16-Jan-2023,National,215,274,639,505,370,400,289,210,94,16,5,0,1,2,2,3,3,7,17,4,3,2,0,1,3,5,2,8,14,3,3,1,1,1,0,2,14,13,17,6
17-Jan-2023,National,150,221,513,460,333,323,296,194,80,15,2,1,2,1,1,8,13,10,4,1,5,0,3,3,3,5,12,15,4,5,3,1,1,1,3,3,9,14,10,4
18-Jan-2023,National,140,229,452,408,300,293,239,174,65,12,5,1,2,1,2,1,10,4,3,3,4,1,0,1,0,2,8,7,7,4,7,1,1,3,4,5,7,9,12,7
19-Jan-2023,National,161,158,381,327,238,250,196,164,62,12,4,1,3,4,1,2,7,3,4,2,5,1,1,3,1,3,10,4,5,4,5,1,1,3,0,3,7,5,13,3
20-Jan-2023,National,144,143,267,303,222,202,197,139,76,17,4,0,1,1,2,1,5,11,5,3,2,0,2,2,1,2,5,7,2,2,6,0,2,2,4,3,9,7,8,3
21-Jan-2023,National,70,94,174,174,140,131,144,103,33,7,3,0,2,3,1,1,4,3,1,1,4,0,1,3,2,1,6,11,2,1,2,0,2,0,0,3,5,2,2,1
22-Jan-2023,National,95,108,207,229,167,166,126,81,49,11,4,0,0,0,1,3,5,9,8,0,4,1,2,1,1,3,1,6,9,2,2,0,0,3,2,1,3,6,0,1
23-Jan-2023,National,147,189,380,401,274,269,249,151,59,11,3,3,1,1,2,1,7,5,5,1,2,1,0,0,1,1,5,5,8,0,5,1,1,0,1,3,8,7,12,5
24-Jan-2023,National,156,197,378,331,243,197,165,143,63,5,2,1,2,0,0,5,4,6,6,1,2,1,3,1,0,1,4,7,3,0,2,2,2,1,1,3,11,11,10,5
25-Jan-2023,National,114,173,291,351,260,203,159,121,47,21,3,0,2,3,0,0,5,12,3,0,3,0,0,2,0,1,6,9,2,1,3,0,1,4,1,6,2,12,7,2
26-Jan-2023,National,106,168,273,261,205,208,175,124,40,19,3,0,0,0,0,3,3,5,2,4,5,0,2,0,0,2,4,6,5,2,5,0,1,0,1,0,6,6,3,2
27-Jan-2023,National,110,123,193,237,179,169,144,115,55,12,4,0,2,3,2,2,4,4,6,1,4,0,1,2,2,4,4,4,3,2,4,0,2,2,1,2,7,7,5,3
28-Jan-2023,National,61,75,129,162,123,114,96,62,30,7,5,0,1,2,0,0,0,2,3,2,3,0,1,2,1,1,1,5,5,2,6,0,1,1,1,1,2,5,2,1
29-Jan-2023,National,73,100,167,184,158,147,122,69,26,6,2,0,2,0,0,2,1,4,1,3,3,0,4,0,0,3,4,3,4,1,1,0,3,0,0,0,4,3,0,0
30-Jan-2023,National,123,130,281,297,228,196,172,123,47,12,3,1,1,1,1,7,5,9,4,0,3,0,0,2,2,4,1,5,1,2,4,0,1,3,1,3,4,10,2,1
31-Jan-2023,National,117,145,294,304,216,223,199,141,53,11,3,0,0,2,0,5,4,4,6,1,2,0,1,1,0,4,1,3,4,2,2,1,0,3,1,4,6,10,13,1
01-Feb-2023,National,119,146,221,265,216,175,152,126,46,16,3,0,2,1,2,3,2,5,6,1,3,0,1,2,0,4,3,6,6,3,2,0,1,1,1,5,3,6,5,3
02-Feb-2023,National,110,102,176,238,200,178,156,98,48,6,4,1,0,0,2,1,4,3,7,1,4,1,0,0,0,0,3,7,6,2,4,1,1,1,1,2,6,11,7,2
03-Feb-2023,National,86,117,170,225,116,111,137,90,49,8,2,0,0,1,1,1,2,5,8,4,2,1,1,1,2,2,2,3,9,3,1,1,2,1,1,4,6,9,9,2
04-Feb-2023,National,108,76,91,142,116,105,94,71,24,10,3,0,0,2,0,1,1,3,1,2,2,0,0,0,0,3,1,3,3,1,4,0,0,0,1,7,0,2,2,0
05-Feb-2023,National,78,68,105,154,107,99,88,62,31,6,1,0,0,2,3,0,3,2,9,0,1,0,0,2,2,1,3,3,5,2,2,0,0,1,1,0,1,1,2,0
06-Feb-2023,National,104,106,157,198,165,144,106,70,26,6,1,0,2,0,0,6,4,5,4,3,1,0,1,1,0,7,4,4,4,1,1,0,0,0,1,3,1,3,3,0
07-Feb-2023,National,150,164,270,313,226,198,148,123,39,10,3,1,3,1,1,3,3,9,4,4,3,1,4,0,2,1,3,4,5,1,1,1,2,0,1,4,4,6,7,3
08-Feb-2023,National,115,133,205,230,219,148,143,97,32,8,1,0,2,2,2,1,5,3,4,3,2,0,1,1,1,1,4,4,5,2,2,0,2,1,1,3,3,5,8,3
09-Feb-2023,National,100,120,184,208,176,143,117,96,42,8,1,0,1,1,2,1,2,4,4,2,0,0,1,3,3,1,5,1,4,0,2,0,2,2,1,1,6,7,5,2
10-Feb-2023,National,94,113,148,198,145,130,135,82,41,5,5,0,0,0,0,3,2,6,6,1,5,0,1,0,1,1,0,6,4,3,5,0,0,1,3,0,1,4,2,1
11-Feb-2023,National,81,98,124,124,95,91,81,64,30,3,2,0,2,0,1,0,4,5,9,1,4,0,1,0,2,1,5,4,6,1,2,0,2,0,1,1,4,1,3,1
12-Feb-2023,National,76,104,119,176,133,114,91,68,27,2,3,2,1,0,0,2,3,7,4,0,2,0,1,0,1,2,3,6,5,1,3,0,3,0,0,3,1,1,0,0
13-Feb-2023,National,117,207,221,249,226,176,161,105,32,5,3,0,0,1,0,2,2,6,6,1,3,2,1,1,0,0,2,12,7,1,1,2,1,2,0,2,3,4,8,4
14-Feb-2023,National,116,154,176,258,182,156,131,89,39,6,3,1,1,0,0,1,2,4,7,2,3,1,1,1,1,1,3,3,6,2,7,1,0,1,0,1,7,9,6,1
15-Feb-2023,National,70,137,172,204,190,164,160,77,35,11,3,1,0,1,0,2,5,2,1,3,2,1,0,0,1,1,2,6,2,3,2,1,1,0,2,3,1,5,6,5
16-Feb-2023,National,83,122,152,190,178,146,133,80,31,8,1,1,0,0,2,0,2,4,4,1,0,1,0,0,1,2,1,4,1,1,2,0,0,1,0,2,3,3,7,4
17-Feb-2023,National,96,124,122,195,173,140,136,83,27,7,0,1,2,1,3,0,1,8,0,1,2,2,2,2,4,1,2,5,2,1,2,0,2,0,4,0,4,2,8,1
18-Feb-2023,National,89,96,102,144,110,101,81,73,24,2,0,0,1,0,0,2,0,4,5,0,0,0,1,0,1,0,1,4,3,2,0,2,1,0,1,1,2,5,0,1
19-Feb-2023,National,71,153,144,169,171,137,93,85,28,9,3,0,1,0,1,0,4,7,6,0,4,0,1,0,1,1,1,5,3,0,3,0,1,0,1,0,0,4,2,0
20-Feb-2023,National,142,232,243,311,257,189,183,99,42,7,5,0,0,0,1,2,4,6,4,2,4,0,0,0,0,1,8,4,7,0,1,0,0,1,1,1,4,5,8,2
21-Feb-2023,National,94,175,235,260,214,182,150,90,39,12,1,1,3,0,1,3,2,3,5,0,2,1,2,1,1,1,2,7,9,4,1,1,0,0,1,1,3,7,10,2
22-Feb-2023,National,77,185,203,213,229,172,144,94,50,7,3,3,2,4,2,0,3,10,6,2,4,2,2,2,2,1,3,7,4,1,4,2,1,1,1,1,5,7,6,0
23-Feb-2023,National,70,145,183,220,194,169,150,88,50,4,3,0,1,2,1,2,5,2,6,0,1,0,1,3,0,2,5,4,9,2,4,0,2,1,0,3,2,7,2,1
24-Feb-2023,National,70,137,160,204,149,140,114,98,59,10,4,0,1,4,0,4,2,6,12,2,3,1,1,2,2,2,3,6,4,0,5,1,1,5,0,2,4,8,11,0
25-Feb-2023,National,42,122,105,130,152,109,119,74,30,2,0,1,0,3,2,2,3,4,6,0,1,0,0,1,1,4,4,6,11,0,0,0,0,0,0,0,3,2,5,0
26-Feb-2023,National,69,170,148,188,168,153,124,79,33,7,1,1,0,1,4,2,4,8,9,1,2,0,0,3,3,3,4,7,5,2,0,0,1,3,0,5,2,2,3,0
27-Feb-2023,National,115,324,317,346,302,263,195,146,66,12,2,5,1,3,1,2,5,6,7,4,1,3,0,2,1,1,3,8,8,3,0,1,0,1,4,4,6,9,5,2
28-Feb-2023,National,90,282,312,349,251,196,178,158,65,17,3,0,4,1,1,1,6,9,4,6,2,2,2,2,1,3,6,3,2,2,3,1,2,0,1,1,5,7,5,4
01-Mar-2023,National,88,255,324,292,222,202,213,137,49,12,2,2,1,2,2,2,6,3,3,3,3,0,2,3,0,3,6,4,5,4,3,1,1,3,1,4,2,9,7,2
02-Mar-2023,National,89,208,268,273,266,221,208,143,67,14,4,1,3,3,4,3,6,6,6,3,3,0,4,2,1,1,5,6,7,5,1,0,5,2,1,1,7,6,5,4
03-Mar-2023,National,98,206,245,211,208,202,210,137,74,21,6,0,0,0,0,1,5,1,4,4,6,2,1,1,3,3,7,2,6,3,3,2,1,1,2,3,3,9,8,3
04-Mar-2023,National,41,125,157,137,126,150,137,113,43,8,1,0,0,1,1,3,6,8,8,2,1,1,0,1,1,3,5,5,6,2,6,1,0,1,4,3,3,3,2,1
05-Mar-2023,National,50,145,178,207,196,168,155,96,48,6,0,2,1,0,0,1,3,7,7,2,1,1,2,0,1,2,4,8,10,2,1,2,0,2,0,0,5,3,4,0
06-Mar-2023,National,89,246,351,332,283,312,280,182,57,7,0,2,2,1,3,1,3,7,6,1,0,3,2,1,2,3,4,6,6,3,0,0,1,1,2,0,9,5,12,1
07-Mar-2023,National,80,180,283,316,247,230,222,147,56,12,1,0,0,1,2,4,10,7,7,2,1,0,1,0,1,4,6,12,10,3,2,1,3,1,1,2,4,8,3,4
08-Mar-2023,National,89,200,299,288,283,235,211,137,65,14,3,1,0,1,1,4,2,6,7,5,5,1,0,4,4,2,4,6,5,4,1,1,0,1,1,4,7,9,6,2
09-Mar-2023,National,103,204,303,306,266,259,178,162,47,17,5,0,2,4,2,2,3,11,8,4,2,0,3,2,0,2,5,7,8,3,5,2,2,3,2,2,4,9,7,4
10-Mar-2023,National,66,158,232,219,202,192,174,155,59,18,2,0,2,7,1,4,5,8,10,3,2,0,0,1,1,4,2,8,10,2,3,1,0,2,0,2,5,7,8,3
11-Mar-2023,National,49,99,187,199,157,170,142,108,58,7,4,1,0,1,1,2,5,6,12,3,2,3,0,6,0,2,7,10,8,3,3,2,1,3,1,3,6,5,1,1
12-Mar-2023,National,60,133,199,220,166,202,163,100,30,9,1,1,1,0,0,2,7,7,3,4,4,0,0,3,1,1,5,5,7,4,1,2,0,3,0,1,5,3,2,1
13-Mar-2023,National,109,214,349,366,295,283,266,192,73,26,3,1,4,3,1,6,5,12,5,8,2,4,3,1,0,6,5,11,5,3,3,0,3,4,3,3,3,12,13,6
14-Mar-2023,National,76,185,339,312,250,253,211,169,85,23,2,3,0,1,0,6,4,6,11,2,1,1,3,1,0,3,4,9,7,1,2,3,3,1,2,3,6,9,7,4
15-Mar-2023,National,76,147,302,318,235,244,213,148,71,13,1,0,3,1,2,5,7,13,8,2,3,0,1,1,2,5,5,11,9,5,2,0,2,1,0,1,8,6,9,9
16-Mar-2023,National,68,152,267,287,232,213,209,159,45,16,1,2,0,2,1,2,6,9,3,2,1,1,2,3,1,1,4,11,9,1,1,0,2,1,2,5,5,15,12,6
17-Mar-2023,National,69,121,228,224,185,174,193,145,82,15,2,1,1,2,2,1,6,13,11,2,3,0,0,2,3,2,5,18,7,2,2,1,0,2,4,6,6,13,6,1
18-Mar-2023,National,51,74,133,169,128,149,132,118,52,10,4,0,1,0,3,0,2,10,6,4,2,1,1,0,1,2,2,4,7,1,2,0,1,2,1,2,1,5,3,0
19-Mar-2023,National,53,100,186,221,190,169,144,109,38,8,1,2,2,2,3,2,5,6,7,4,2,2,1,2,2,1,6,7,6,6,4,3,0,2,0,0,1,5,7,3
20-Mar-2023,National,87,184,318,338,300,311,278,210,102,16,3,0,2,2,2,0,3,16,7,1,3,1,2,3,2,0,4,16,6,3,4,0,2,2,1,1,4,6,10,7
21-Mar-2023,National,79,176,269,278,225,255,230,186,65,17,2,2,1,3,4,3,5,12,3,2,3,1,1,3,4,3,6,10,5,1,2,1,0,4,5,4,5,10,12,3
22-Mar-2023,National,92,136,282,264,214,264,215,194,96,12,2,0,0,1,1,4,8,14,9,1,1,0,1,1,3,2,4,13,6,0,1,1,1,0,1,2,5,15,5,2
23-Mar-2023,National,84,139,236,254,187,214,220,188,57,16,1,1,2,6,2,1,5,12,7,1,1,1,1,2,0,3,5,14,5,1,1,0,1,3,5,2,6,11,8,3
24-Mar-2023,National,73,111,212,237,201,202,233,164,57,15,5,1,3,1,1,1,7,4,6,2,4,2,4,3,3,0,9,5,11,4,4,2,4,1,0,2,4,22,11,1
25-Mar-2023,National,58,98,141,182,144,138,165,115,36,6,0,1,0,4,1,1,3,8,6,2,3,1,0,1,1,3,5,6,6,0,2,2,1,3,1,1,5,7,8,1
26-Mar-2023,National,74,139,205,226,214,195,158,117,41,5,5,0,1,2,0,1,3,4,4,1,4,0,1,3,0,3,5,9,2,2,1,0,1,2,1,1,6,1,2,2
27-Mar-2023,National,114,231,351,402,344,328,294,218,96,17,1,0,1,4,4,4,9,6,7,5,0,0,2,5,2,4,8,6,6,6,3,1,0,5,0,3,10,14,12,3
28-Mar-2023,National,94,176,309,306,271,263,241,165,72,15,1,4,3,5,2,1,7,7,6,3,2,2,2,4,5,2,9,5,6,3,2,3,3,4,3,1,8,10,6,2
29-Mar-2023,National,69,131,265,319,275,242,250,196,67,11,6,0,0,6,0,2,4,6,9,0,7,0,1,4,1,3,2,7,13,1,4,0,1,5,2,2,4,6,7,4
30-Mar-2023,National,86,140,268,285,246,246,196,174,68,10,4,0,1,1,4,4,4,5,8,2,1,1,1,4,2,4,6,8,4,2,4,1,0,3,2,3,7,5,11,4
31-Mar-2023,National,81,133,187,271,232,221,215,166,62,14,3,0,1,2,1,6,3,11,10,2,2,0,3,3,0,3,4,10,8,3,4,0,2,5,1,6,5,6,5,3
01-Apr-2023,National,52,96,133,206,154,203,188,126,48,8,1,0,1,1,2,2,3,8,10,2,6,0,2,0,4,2,6,12,13,2,4,0,2,1,2,1,3,6,4,0
02-Apr-2023,National,67,125,189,245,262,225,210,148,57,18,4,1,3,0,1,1,0,14,7,2,1,1,2,1,3,2,3,9,8,7,2,1,1,2,3,2,1,3,8,2
03-Apr-2023,National,125,231,352,347,354,317,334,264,112,23,1,0,0,1,3,3,7,10,6,5,1,0,0,1,2,3,7,10,9,2,0,0,1,1,1,2,5,15,4,2
04-Apr-2023,National,125,205,279,340,298,302,274,189,104,27,5,0,0,0,2,5,7,15,11,3,5,1,0,0,1,3,5,14,10,5,4,0,0,1,3,6,7,16,11,2
05-Apr-2023,National,103,170,291,307,289,281,267,211,82,27,3,0,0,0,1,3,6,11,10,6,2,0,0,2,3,4,5,10,9,11,3,0,0,0,3,5,4,13,12,2
06-Apr-2023,National,98,147,226,273,241,216,234,238,100,30,3,1,3,1,1,1,3,20,13,9,2,1,2,1,1,1,3,15,12,4,3,0,2,2,3,3,4,10,11,1
07-Apr-2023,National,72,84,124,163,168,157,180,130,53,17,3,0,4,2,0,4,6,14,8,4,6,0,2,2,1,6,3,22,13,3,3,0,2,1,2,3,2,9,8,1
08-Apr-2023,National,60,93,111,171,179,197,178,168,71,18,4,1,0,2,1,3,6,8,7,5,1,1,2,2,1,3,5,9,7,6,3,0,1,1,0,2,0,6,4,3
09-Apr-2023,National,62,104,164,185,197,189,184,132,73,19,4,1,2,0,3,7,6,15,17,7,4,0,1,0,3,5,8,6,15,2,2,2,1,1,2,4,6,7,4,3
10-Apr-2023,National,96,152,274,339,296,290,249,166,75,16,3,0,2,0,2,5,6,12,10,4,4,1,1,0,1,6,6,10,10,6,5,0,1,0,0,3,3,8,7,1
11-Apr-2023,National,129,208,416,558,421,412,429,254,143,35,6,0,3,3,2,4,5,9,12,3,3,0,2,3,1,7,7,14,13,5,4,0,3,2,1,5,6,17,14,6
12-Apr-2023,National,107,151,358,436,332,344,332,247,100,34,1,2,1,2,2,3,9,12,14,7,4,1,3,2,2,1,5,14,10,3,2,1,3,1,0,4,8,15,13,5
13-Apr-2023,National,82,161,332,352,338,297,312,244,111,21,2,0,1,3,4,3,9,13,13,3,2,1,1,1,3,2,8,12,17,6,1,0,1,2,5,5,9,15,10,5
14-Apr-2023,National,84,126,249,277,241,265,261,212,90,21,7,0,3,1,5,2,10,12,15,3,7,0,1,1,5,5,10,15,12,5,5,0,1,0,2,4,7,10,15,5
15-Apr-2023,National,50,96,145,177,172,189,198,129,56,9,2,0,2,1,2,5,8,6,15,0,3,0,0,2,1,2,10,7,14,1,7,0,1,2,1,2,5,8,5,3
16-Apr-2023,National,68,104,214,280,225,225,203,122,54,14,2,0,1,4,1,3,4,12,7,3,2,1,2,6,1,3,4,13,7,2,2,0,2,2,3,3,5,6,3,1
17-Apr-2023,National,118,184,410,471,408,419,367,237,117,21,3,1,3,3,2,2,9,17,14,2,2,0,5,1,2,2,10,13,15,1,3,0,3,4,1,5,3,13,20,5
18-Apr-2023,National,84,142,311,348,273,306,291,213,114,33,3,0,1,0,4,4,7,13,16,1,4,0,2,2,3,2,12,12,17,1,4,1,4,0,1,3,12,12,15,4
19-Apr-2023,National,83,121,317,363,274,308,280,214,89,12,2,0,1,6,3,2,12,17,18,1,2,0,1,6,2,2,9,15,16,1,2,0,1,6,3,5,12,19,14,1
20-Apr-2023,National,82,111,283,274,250,246,212,168,74,23,9,1,0,2,1,4,6,11,8,6,8,2,3,2,5,6,5,9,10,6,7,0,1,0,2,2,8,14,15,7
21-Apr-2023,National,66,106,220,201,221,233,195,159,73,19,4,0,3,3,2,7,8,9,11,2,5,1,1,2,2,7,6,15,13,3,3,1,4,5,5,3,11,17,14,10
22-Apr-2023,National,52,68,150,143,148,155,167,125,35,7,2,1,2,2,2,5,4,5,5,2,2,0,2,1,2,5,7,13,5,2,6,2,2,2,3,6,3,7,10,3
23-Apr-2023,National,52,74,162,183,173,178,156,141,46,9,3,2,0,2,2,3,7,13,8,6,2,1,0,3,3,3,7,8,17,6,5,1,1,3,3,4,5,6,4,3
24-Apr-2023,National,75,125,283,290,252,277,233,197,114,24,5,0,2,2,0,4,12,9,18,6,6,0,1,1,1,4,8,5,15,4,1,1,1,3,1,3,8,13,16,1
25-Apr-2023,National,61,133,221,245,228,207,194,112,68,16,4,1,0,1,3,1,3,8,7,4,3,1,0,2,3,3,2,14,10,4,5,0,0,2,2,0,6,10,11,1
26-Apr-2023,National,81,153,342,337,276,306,274,186,99,25,4,1,1,4,3,3,6,12,12,7,3,1,0,4,1,2,6,7,10,8,4,0,1,2,1,5,3,13,9,1
27-Apr-2023,National,78,119,265,281,220,268,210,161,86,24,5,1,3,4,2,6,6,14,16,3,5,0,3,4,1,5,6,16,9,6,6,2,3,4,0,3,7,11,15,6
28-Apr-2023,National,88,108,246,233,257,210,201,161,89,22,6,0,5,0,2,4,7,15,12,4,3,1,5,1,2,4,8,22,13,3,4,1,1,1,3,3,8,16,12,10
29-Apr-2023,National,45,75,127,162,135,140,130,102,42,10,1,0,1,1,2,2,5,11,7,3,3,0,0,2,3,1,4,8,7,3,4,0,1,2,2,1,5,9,7,1
30-Apr-2023,National,58,125,198,229,198,189,169,124,38,8,2,1,1,4,1,3,4,9,5,2,2,1,2,2,0,2,5,8,8,4,1,1,4,0,0,2,2,7,2,1
01-May-2023,National,104,177,318,371,338,336,313,199,111,25,2,1,1,2,2,8,11,10,13,4,6,0,1,2,1,7,12,8,14,3,3,1,1,0,3,4,13,14,15,8
02-May-2023,National,99,164,312,316,291,255,242,171,82,28,6,1,3,1,3,5,6,6,10,3,2,3,2,2,3,7,6,7,8,5,3,1,2,4,3,3,7,11,12,5
03-May-2023,National,102,160,302,320,283,245,234,153,73,24,3,1,0,1,3,7,2,8,10,6,4,1,1,1,3,9,3,9,11,4,5,0,0,0,0,10,4,12,20,3
04-May-2023,National,92,165,271,322,269,286,218,148,67,18,4,1,5,1,4,5,7,9,16,4,6,0,3,2,1,3,3,10,15,3,6,1,3,2,2,7,8,8,12,3
05-May-2023,National,90,147,231,277,214,212,188,160,63,17,1,3,1,2,2,4,7,16,10,7,0,3,1,1,1,4,9,10,4,1,2,3,2,3,5,6,5,15,10,3
06-May-2023,National,72,132,142,211,192,155,147,109,39,22,2,0,1,0,0,2,8,12,9,4,3,0,1,2,2,4,7,7,11,3,0,0,0,0,1,1,5,4,6,0
07-May-2023,National,93,152,181,256,221,202,166,86,44,17,6,2,1,4,1,3,8,7,10,5,4,2,0,3,1,2,6,7,11,2,3,3,1,1,1,4,5,4,5,3
08-May-2023,National,164,281,323,418,355,328,261,196,90,20,1,1,1,3,5,3,5,10,21,1,1,0,5,2,4,2,5,8,12,2,2,0,2,3,3,4,9,14,8,7
09-May-2023,National,124,216,316,314,340,246,174,134,66,23,2,0,3,3,3,7,3,6,9,3,4,0,2,3,2,7,11,9,8,3,4,1,2,3,4,4,10,9,17,3
10-May-2023,National,124,173,247,312,260,264,203,141,67,30,8,1,0,3,0,7,11,9,10,4,5,1,2,2,4,5,6,11,8,3,2,1,3,4,5,7,10,9,14,6
11-May-2023,National,113,197,274,263,225,216,193,124,73,11,8,0,2,0,2,2,7,16,13,1,7,1,0,0,3,2,6,13,8,1,4,0,0,2,4,4,7,13,12,3
12-May-2023,National,86,173,205,201,197,207,165,106,58,13,2,1,2,1,5,1,7,8,4,4,4,0,1,1,4,1,7,6,6,4,8,1,3,2,3,4,10,7,18,4
13-May-2023,National,66,109,125,176,172,134,117,85,33,6,2,1,1,2,2,1,6,9,9,3,2,1,3,1,2,1,8,11,13,1,1,1,0,0,4,4,6,8,3,4
14-May-2023,National,116,166,187,235,217,203,121,78,41,13,6,0,2,2,0,3,4,10,10,6,6,1,2,2,0,4,4,5,4,10,5,0,2,1,0,2,1,5,2,1
15-May-2023,National,176,374,360,429,334,306,234,137,64,25,4,1,1,5,2,7,8,11,2,3,7,2,1,4,3,4,4,10,5,5,3,0,2,4,1,4,9,10,19,4
16-May-2023,National,126,331,330,368,306,313,194,124,62,26,7,1,4,2,3,2,6,13,11,7,4,1,3,3,1,4,7,8,13,1,7,0,1,1,1,2,12,12,14,4
