Age,LOS_freq_1,LOS_freq_2,LOS_freq_3,LOS_freq_4,LOS_freq_5,LOS_freq_6,LOS_freq_7,LOS_freq_8,LOS_freq_9,LOS_freq_10,LOS_freq_11,LOS_freq_12,LOS_freq_13,LOS_freq_14,LOS_freq_15,LOS_freq_16,LOS_freq_17,LOS_freq_18,LOS_freq_19,LOS_freq_20,LOS_freq_21,LOS_freq_22,LOS_freq_23,LOS_freq_24,LOS_freq_25,LOS_freq_26,LOS_freq_27,LOS_freq_28,LOS_freq_29,LOS_freq_30,LOS_freq_31,LOS_freq_32,LOS_freq_33,LOS_freq_34,LOS_freq_35,LOS_freq_36,LOS_freq_37,LOS_freq_38,LOS_freq_39,LOS_freq_40,LOS_freq_41,LOS_freq_42,LOS_freq_43,LOS_freq_44,LOS_freq_45,LOS_freq_46,LOS_freq_47,LOS_freq_48,LOS_freq_49,LOS_freq_50,LOS_freq_51,LOS_freq_52,LOS_freq_53,LOS_freq_54,LOS_freq_55,LOS_freq_56,LOS_freq_57
0,84,80,28,16,5,2,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,31,12,5,2,2,1,2,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,51,22,9,1,6,5,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,42,29,11,7,7,5,1,3,0,2,3,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,34,29,7,9,2,2,2,5,1,1,0,1,3,1,0,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
50,33,39,18,15,10,11,6,6,5,2,4,6,1,1,6,1,3,0,2,1,1,0,0,0,1,1,0,0,1,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,58,58,50,30,19,25,16,8,5,8,3,7,2,4,7,5,3,2,3,1,1,2,2,1,0,4,4,2,2,1,1,0,1,1,0,1,1,1,0,1,0,1,0,1,0,1,0,0,0,2,0,0,0,0,0,0,1
70,64,81,48,55,43,31,20,18,9,15,11,12,5,4,7,6,4,6,1,4,2,3,1,2,0,2,2,3,1,2,3,3,1,0,2,2,1,1,1,1,0,1,0,2,0,0,0,2,0,0,1,1,0,0,0,3,0
80,42,60,45,42,35,27,20,27,14,11,13,15,8,8,9,7,9,2,11,3,8,13,4,2,6,1,1,1,3,7,1,1,2,3,1,1,3,1,0,3,0,0,2,2,0,1,0,0,2,0,2,0,0,0,0,2,1
90,7,17,13,7,14,14,6,9,6,4,4,4,5,5,4,5,3,6,1,2,4,2,3,3,3,1,0,1,2,1,0,1,0,2,0,2,0,1,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0
