Age,LOS_freq_1,LOS_freq_2,LOS_freq_3,LOS_freq_4,LOS_freq_5,LOS_freq_6,LOS_freq_7,LOS_freq_8,LOS_freq_9,LOS_freq_10,LOS_freq_11,LOS_freq_12,LOS_freq_13,LOS_freq_14,LOS_freq_15,LOS_freq_16,LOS_freq_17,LOS_freq_18,LOS_freq_19,LOS_freq_20,LOS_freq_21,LOS_freq_22,LOS_freq_23,LOS_freq_24,LOS_freq_25,LOS_freq_26,LOS_freq_27,LOS_freq_28,LOS_freq_29,LOS_freq_30,LOS_freq_31,LOS_freq_32,LOS_freq_33,LOS_freq_34,LOS_freq_35,LOS_freq_36,LOS_freq_37,LOS_freq_38,LOS_freq_39,LOS_freq_40,LOS_freq_41,LOS_freq_42,LOS_freq_43,LOS_freq_44,LOS_freq_45,LOS_freq_46,LOS_freq_47,LOS_freq_48,LOS_freq_49,LOS_freq_50,LOS_freq_51,LOS_freq_52,LOS_freq_53,LOS_freq_54,LOS_freq_55,LOS_freq_56,LOS_freq_57
0,106,98,31,15,5,4,0,2,1,3,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,27,25,8,3,0,1,3,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,78,39,16,10,2,2,3,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,85,43,12,4,4,4,4,4,3,1,2,0,0,1,2,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,69,49,16,10,10,5,1,1,5,2,1,0,3,2,2,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,84,60,43,17,15,7,6,7,6,5,4,5,2,2,0,0,0,1,2,2,1,0,2,0,1,0,1,2,0,1,0,1,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
60,84,75,42,31,18,24,18,7,8,8,8,6,7,7,5,1,1,1,1,1,5,4,1,1,0,1,1,3,1,1,1,0,0,0,1,0,2,1,0,1,1,0,2,0,0,0,1,0,0,2,0,1,1,0,0,0,1
70,82,98,84,50,31,28,23,24,20,8,11,8,10,16,6,5,4,4,3,7,6,2,4,2,6,1,0,2,4,1,0,2,0,1,2,0,0,1,1,2,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0
80,42,77,58,42,30,36,33,27,21,13,11,14,10,12,4,10,11,3,6,6,9,9,5,6,7,8,3,6,2,0,2,1,0,3,4,1,1,0,1,1,1,2,1,1,0,2,0,0,1,0,1,0,0,0,0,0,0
90,4,20,22,12,11,13,12,14,9,7,5,8,3,7,4,2,4,3,2,3,1,2,4,3,1,1,2,0,2,2,0,2,0,0,1,2,0,1,0,0,3,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
